battle_id,pokemon_a_level,pokemon_a_type,pokemon_a_attack,pokemon_b_level,pokemon_b_type,pokemon_b_hp,opp1_level,opp2_level,used_spread_move,move_name,damage_to_opp1,damage_to_opp2,spillover_damage,pokemon_b_hp_remaining,pokemon_b_fainted,partner_vulnerable,battle_won,coordination,win_prob
905,52,Water,73,51,Psychic,207,31,41,1,Surf,36.2,60.0,39.1,168,0,0.6,1,70.0,0.6388
906,49,Fire,91,50,Water,181,56,41,1,Bulldoze,73.3,60.6,39.2,142,0,0.6,1,25.2,0.5751
907,64,Fire,110,43,Grass,168,53,53,0,Flamethrower,66.6,0.0,0.0,168,0,0.6,1,79.1,0.5946
908,47,Fire,85,33,Psychic,157,51,42,0,Thunderbolt,84.3,0.0,0.0,157,0,0.6,0,61.5,0.5316
909,58,Ground,95,44,Grass,153,43,48,0,Psychic,85.5,0.0,0.0,153,0,1.5,1,36.5,0.6462
910,52,Fire,102,53,Flying,179,36,37,1,Bulldoze,89.9,71.4,47.5,132,0,0.6,1,27.4,0.6977
911,51,Water,92,35,Psychic,175,44,48,0,Thunderbolt,108.1,0.0,0.0,175,0,0.6,0,29.2,0.594
912,50,Fire,74,29,Water,164,53,35,0,Ice Beam,88.9,0.0,0.0,164,0,0.6,1,84.9,0.5509
913,46,Electric,91,33,Water,168,61,39,1,Discharge,80.1,64.8,135.9,32,0,2.0,0,25.4,0.2584
914,51,Ground,90,40,Water,151,39,37,0,Body Slam,102.6,0.0,0.0,151,0,1.5,0,57.5,0.6666
915,51,Electric,99,34,Flying,157,51,51,0,Flamethrower,73.0,0.0,0.0,157,0,0.6,1,55.8,0.5087
916,53,Ground,87,48,Flying,188,48,67,0,Psychic,89.2,0.0,0.0,188,0,0.0,0,60.2,0.56
917,45,Fire,74,41,Grass,174,46,33,0,Ice Beam,76.2,0.0,0.0,174,0,0.6,0,53.4,0.6025
918,48,Ground,100,43,Flying,150,50,39,1,Earthquake,55.5,70.7,0.5,150,0,0.0,0,29.3,0.6482
919,23,Ground,68,40,Flying,139,24,54,0,Body Slam,77.5,0.0,0.0,139,0,0.0,1,33.2,0.4944
920,52,Electric,73,41,Grass,186,55,34,1,Discharge,70.5,68.4,40.7,145,0,0.6,0,48.7,0.5775
921,35,Electric,76,36,Flying,151,52,19,0,Body Slam,49.3,0.0,0.0,151,0,0.6,1,48.5,0.5254
922,51,Ground,116,53,Water,193,47,61,1,Earthquake,94.9,99.8,116.2,77,0,1.5,1,54.2,0.4431
923,43,Normal,96,38,Grass,165,51,55,0,Body Slam,88.9,0.0,0.0,165,0,0.6,0,62.1,0.4936
924,57,Fire,100,29,Grass,126,38,51,1,Bulldoze,57.2,72.1,38.3,88,0,0.6,0,35.7,0.5371
925,56,Ground,91,47,Grass,187,45,51,0,Flamethrower,75.4,0.0,0.0,187,0,1.5,1,87.1,0.6218
926,28,Normal,85,43,Water,168,48,38,1,Bulldoze,77.0,53.0,45.8,122,0,0.6,1,53.6,0.4556
927,43,Fire,91,42,Grass,184,31,47,1,Bulldoze,63.2,61.9,45.9,138,0,0.6,0,20.2,0.549
928,61,Water,109,51,Fire,171,37,46,0,Ice Beam,81.0,0.0,0.0,171,0,1.5,1,31.8,0.7109
929,37,Electric,89,51,Flying,176,52,41,0,Psychic,90.6,0.0,0.0,176,0,0.6,1,42.9,0.5788
930,37,Ground,68,57,Fire,179,57,47,1,Earthquake,57.0,54.4,79.0,100,0,1.5,1,80.9,0.3982
931,40,Ground,97,48,Flying,152,38,55,0,Ice Beam,110.9,0.0,0.0,152,0,0.0,1,22.6,0.6034
932,41,Ground,90,44,Psychic,156,59,48,0,Psychic,97.5,0.0,0.0,156,0,1.5,1,50.1,0.5206
933,43,Water,83,51,Grass,206,31,46,1,Surf,56.0,66.4,37.7,168,0,0.6,1,61.0,0.613
934,59,Ground,93,56,Psychic,174,51,39,0,Body Slam,88.3,0.0,0.0,174,0,1.5,1,72.9,0.7092
935,43,Water,75,42,Water,165,20,38,0,Body Slam,57.5,0.0,0.0,165,0,0.6,1,84.2,0.6496
936,31,Fire,91,43,Flying,161,40,43,1,Bulldoze,64.3,65.6,45.1,116,0,0.6,0,82.7,0.4834
937,28,Normal,93,49,Psychic,153,55,45,1,Bulldoze,76.7,72.7,48.1,105,0,0.6,0,73.7,0.4517
938,59,Electric,101,46,Psychic,185,29,45,0,Thunderbolt,114.1,0.0,0.0,185,0,0.6,1,61.4,0.7428
939,38,Water,81,35,Grass,155,43,34,0,Flamethrower,97.6,0.0,0.0,155,0,0.6,1,64.9,0.5727
940,41,Fire,91,54,Flying,195,37,34,1,Bulldoze,51.4,64.9,32.3,163,0,0.6,1,38.9,0.6442
941,35,Water,74,22,Psychic,106,28,55,0,Ice Beam,68.7,0.0,0.0,106,0,0.6,1,65.8,0.435
942,48,Fire,96,57,Water,189,47,33,1,Bulldoze,74.2,74.2,36.2,153,0,0.6,0,56.3,0.6857
943,43,Water,72,39,Grass,177,58,37,1,Surf,58.2,42.6,36.1,141,0,0.6,1,26.4,0.4646
944,41,Normal,83,41,Fire,156,29,60,0,Ice Beam,81.9,0.0,0.0,156,0,0.6,0,2.5,0.5534
945,54,Electric,96,15,Fire,127,54,56,1,Discharge,67.1,81.2,44.4,83,0,0.6,0,39.2,0.384
946,60,Electric,96,38,Fire,157,50,36,1,Discharge,73.5,80.1,41.1,116,0,0.6,1,55.4,0.6288
947,36,Fire,76,29,Psychic,158,54,36,0,Psychic,78.8,0.0,0.0,158,0,0.6,1,64.0,0.4611
948,51,Electric,80,39,Water,176,50,46,1,Discharge,64.7,30.1,120.6,55,0,2.0,0,72.9,0.2948
949,35,Electric,78,48,Flying,184,35,46,0,Flamethrower,98.2,0.0,0.0,184,0,0.6,0,21.7,0.6073
950,31,Water,81,36,Psychic,142,61,41,0,Psychic,56.4,0.0,0.0,142,0,0.6,0,35.2,0.3994
951,35,Water,79,54,Water,193,33,36,0,Ice Beam,61.4,0.0,0.0,193,0,0.6,0,49.3,0.6346
952,38,Water,83,39,Grass,148,31,44,1,Surf,68.5,62.8,29.8,118,0,0.6,1,84.7,0.568
953,59,Fire,93,28,Grass,136,51,38,0,Flamethrower,95.2,0.0,0.0,136,0,0.6,1,57.6,0.5941
954,48,Fire,85,61,Water,197,55,35,0,Body Slam,117.1,0.0,0.0,197,0,0.6,1,71.0,0.7141
955,50,Ground,94,35,Grass,157,66,54,1,Earthquake,80.8,66.7,114.7,42,0,1.5,1,54.3,0.2671
956,56,Water,65,39,Fire,151,63,35,0,Flamethrower,69.2,0.0,0.0,151,0,1.5,1,58.1,0.5686
957,50,Water,90,35,Fire,152,46,52,1,Surf,68.6,58.5,96.6,55,0,1.5,1,60.6,0.3542
958,34,Water,77,42,Fire,167,50,56,0,Body Slam,65.5,0.0,0.0,167,0,1.5,0,54.2,0.4397
959,46,Ground,104,32,Fire,111,63,51,1,Earthquake,68.8,75.8,112.0,0,1,1.5,0,42.6,0.1738
960,46,Electric,81,52,Psychic,207,42,41,0,Ice Beam,104.8,0.0,0.0,207,0,0.6,1,52.6,0.6768
961,54,Ground,89,56,Fire,200,41,56,1,Earthquake,70.1,49.7,95.4,105,0,1.5,1,67.2,0.4725
962,44,Water,71,31,Water,131,39,39,0,Ice Beam,63.3,0.0,0.0,131,0,0.6,1,80.0,0.5366
963,45,Ground,90,24,Flying,117,36,48,0,Body Slam,100.1,0.0,0.0,117,0,0.0,1,54.0,0.5301
964,31,Ground,70,53,Grass,190,31,57,1,Earthquake,40.3,56.8,77.3,113,0,1.5,1,15.8,0.3947
965,55,Fire,71,46,Water,166,53,49,1,Bulldoze,63.3,37.5,21.4,145,0,0.6,0,48.8,0.5695
966,50,Normal,91,40,Psychic,154,71,38,0,Thunderbolt,105.0,0.0,0.0,154,0,0.6,0,54.9,0.5474
967,29,Normal,68,59,Fire,236,39,44,0,Ice Beam,81.7,0.0,0.0,236,0,0.6,1,27.7,0.6043
968,49,Normal,101,30,Flying,155,46,55,0,Thunderbolt,99.1,0.0,0.0,155,0,0.6,0,42.1,0.5151
969,35,Fire,80,46,Water,179,60,41,0,Psychic,90.9,0.0,0.0,179,0,0.6,0,35.7,0.5149
970,56,Fire,95,37,Grass,169,47,33,1,Bulldoze,84.4,87.5,43.3,126,0,0.6,1,53.4,0.6426
971,51,Water,72,42,Psychic,167,31,52,1,Surf,34.5,46.9,40.1,127,0,0.6,1,56.1,0.5302
972,43,Normal,81,54,Grass,171,40,63,0,Flamethrower,77.7,0.0,0.0,171,0,0.6,0,47.8,0.5704
973,41,Ground,90,36,Grass,155,43,37,1,Earthquake,45.1,73.6,93.1,62,0,1.5,0,37.0,0.3781
974,40,Fire,83,51,Water,160,21,41,1,Bulldoze,49.8,80.1,34.3,126,0,0.6,1,43.0,0.6674
975,40,Normal,83,63,Fire,208,62,54,0,Body Slam,87.1,0.0,0.0,208,0,0.6,1,49.4,0.5635
976,55,Ground,100,62,Fire,199,10,32,1,Earthquake,83.0,85.7,99.3,100,0,1.5,1,55.6,0.7428
977,39,Fire,64,49,Fire,158,39,43,0,Body Slam,75.3,0.0,0.0,158,0,0.6,1,30.8,0.6002
978,55,Water,86,39,Flying,166,41,60,0,Flamethrower,95.3,0.0,0.0,166,0,0.6,0,47.2,0.5846
979,33,Fire,69,39,Psychic,133,59,55,0,Body Slam,75.0,0.0,0.0,133,0,0.6,1,69.4,0.4025
980,56,Ground,103,25,Flying,121,46,45,1,Earthquake,74.2,73.8,7.9,113,0,0.0,0,61.6,0.6025
981,40,Water,87,27,Water,136,47,39,1,Surf,79.7,56.3,44.4,92,0,0.6,0,48.6,0.4467
982,32,Electric,67,43,Psychic,163,77,50,1,Discharge,35.4,63.1,26.5,136,0,0.6,1,50.9,0.3368
983,50,Ground,91,48,Grass,167,46,36,1,Earthquake,57.1,39.3,91.9,75,0,1.5,1,52.2,0.4484
984,29,Ground,83,40,Water,135,42,41,0,Body Slam,78.1,0.0,0.0,135,0,1.5,1,60.0,0.5064
985,27,Fire,71,55,Grass,212,24,30,0,Flamethrower,59.3,0.0,0.0,212,0,0.6,0,75.1,0.6517
986,33,Fire,71,42,Fire,153,40,35,0,Psychic,80.4,0.0,0.0,153,0,0.6,0,42.0,0.5688
987,45,Ground,83,55,Psychic,189,32,42,1,Earthquake,54.9,91.7,111.4,78,0,1.5,1,65.8,0.5022
988,19,Ground,57,46,Flying,136,48,56,1,Earthquake,35.6,30.2,8.7,127,0,0.0,0,59.8,0.3733
989,59,Water,92,36,Fire,137,42,47,1,Surf,54.2,78.4,122.2,15,0,1.5,0,50.7,0.379
990,41,Normal,84,44,Psychic,157,38,42,1,Bulldoze,69.6,83.2,42.5,114,0,0.6,1,47.9,0.5839
991,60,Normal,99,44,Water,159,34,35,0,Thunderbolt,114.2,0.0,0.0,159,0,0.6,1,53.4,0.7532
992,48,Ground,92,39,Grass,163,33,43,1,Earthquake,84.5,60.0,103.9,59,0,1.5,1,23.1,0.4461
993,33,Fire,89,52,Grass,146,45,41,1,Bulldoze,63.5,62.8,37.2,109,0,0.6,1,56.5,0.5423
994,61,Ground,102,45,Psychic,152,60,59,0,Flamethrower,81.5,0.0,0.0,152,0,1.5,1,39.8,0.5603
995,49,Normal,72,45,Grass,192,47,42,0,Psychic,68.4,0.0,0.0,192,0,0.6,1,51.7,0.5956
996,54,Fire,67,46,Water,164,24,40,1,Bulldoze,28.6,47.9,24.5,140,0,0.6,1,66.4,0.6632
997,58,Ground,98,49,Water,165,37,51,0,Flamethrower,92.0,0.0,0.0,165,0,1.5,1,65.8,0.6857
998,51,Ground,99,41,Grass,157,55,42,1,Earthquake,98.4,59.2,122.1,35,0,1.5,1,62.3,0.3663
999,62,Ground,110,35,Water,156,52,53,0,Ice Beam,124.9,0.0,0.0,156,0,1.5,1,27.8,0.62
1000,50,Normal,95,35,Flying,153,54,37,1,Bulldoze,84.9,71.7,50.5,102,0,0.6,0,44.9,0.5282
