battle_id,trainer_id,battle_type,attacker_level,attacker_type,defender_level,defender_type,type_advantage,weather,weather_multiplier,terrain,held_item,held_item_bonus,move_power,move_accuracy,move_hit,critical_hit,crit_multiplier,damage_dealt,strategy_score,turns,battle_won,exp_gained,pokemon_fainted,win_prob,attacker_hp_remaining_pct,defender_hp_remaining_pct,reward_money
160,1298,wild,59,Ground,39,Electric,1.0,rain,1.0,cave,leftovers,1.05,86,78,1,0,1.0,55.7,26.3,6,1,211,1,0.6086,0.644,0.418,2070
161,1573,trainer,38,Ice,48,Water,2.0,sandstorm,1.0,water,leftovers,1.05,87,81,0,0,1.0,0.0,33.1,3,0,5,0,0.4944,0.209,0.649,0
162,193,trainer,34,Grass,47,Water,2.0,rain,1.0,grass,none,1.0,54,77,1,0,1.0,47.1,43.2,5,1,266,0,0.5632,0.669,0.446,2286
163,754,wild,20,Normal,18,Fighting,1.0,clear,1.0,cave,none,1.0,71,67,0,0,1.0,5.4,68.2,6,1,112,1,0.5619,0.538,0.165,803
164,749,trainer,40,Ice,55,Flying,1.0,sandstorm,1.0,urban,none,1.0,55,77,1,0,1.0,26.0,44.6,2,0,30,0,0.4442,0.24,0.844,33
165,74,wild,40,Fire,10,Electric,1.0,clear,1.0,grass,focus_sash,1.0,90,70,1,0,1.0,39.8,51.4,2,0,0,0,0.6927,0.175,0.721,0
166,1056,wild,48,Fighting,43,Normal,1.0,clear,1.0,water,berry,1.0,80,68,1,0,1.0,42.0,54.1,2,0,13,0,0.5869,0.077,0.634,0
167,1997,gym,19,Grass,20,Water,2.0,sandstorm,1.0,grass,berry,1.0,45,84,1,0,1.0,21.3,71.1,5,1,209,0,0.6557,0.68,0.392,4971
168,985,wild,55,Fighting,40,Ground,0.5,clear,1.0,mountain,none,1.0,32,92,1,0,1.0,8.6,72.9,4,0,4,1,0.5561,0.415,0.569,0
169,1970,trainer,46,Ice,55,Water,2.0,clear,1.0,grass,focus_sash,1.0,76,82,0,0,1.0,0.0,77.8,5,0,20,0,0.6093,0.149,0.874,0
170,836,wild,56,Psychic,44,Normal,0.5,clear,1.0,cave,berry,1.0,42,80,1,0,1.0,22.1,39.4,1,0,0,1,0.4745,0.474,0.876,24
171,559,trainer,57,Psychic,56,Water,1.0,clear,1.0,cave,choice_band,1.3,53,93,1,0,1.0,32.4,40.3,6,1,270,0,0.5212,0.62,0.41,2579
172,1678,trainer,24,Grass,36,Dragon,2.0,clear,1.0,grass,leftovers,1.05,69,87,0,0,1.0,0.0,31.6,6,0,9,0,0.4807,0.138,0.641,0
173,156,trainer,27,Water,34,Poison,2.0,hail,1.0,urban,choice_band,1.3,71,99,1,0,1.0,64.7,52.5,4,1,187,0,0.6353,0.824,0.358,1875
174,1651,wild,70,Flying,52,Poison,2.0,hail,1.0,urban,none,1.0,41,87,1,0,1.0,60.4,59.7,8,1,274,0,0.7513,0.771,0.055,2591
175,565,trainer,80,Bug,74,Psychic,2.0,clear,1.0,water,none,1.0,103,71,1,0,1.0,194.1,64.8,5,0,0,0,0.8299,0.144,0.877,209
176,978,gym,29,Flying,35,Water,1.0,clear,1.0,urban,none,1.0,36,92,1,0,1.0,7.5,60.1,4,0,11,0,0.5046,0.204,0.783,0
177,699,gym,41,Grass,51,Poison,1.0,sun,1.0,grass,berry,1.0,49,69,1,0,1.0,23.2,57.6,2,0,0,0,0.498,0.151,0.783,0
178,1210,trainer,30,Ice,42,Normal,0.5,sandstorm,1.0,grass,focus_sash,1.0,58,94,0,0,1.0,1.1,74.2,3,1,229,0,0.416,0.429,0.436,2191
179,363,wild,33,Psychic,24,Poison,1.0,sun,1.0,water,focus_sash,1.0,47,92,1,0,1.0,15.1,52.4,3,1,94,0,0.5694,0.849,0.469,1194
180,1206,wild,49,Ghost,34,Ground,1.0,clear,1.0,mountain,leftovers,1.05,88,97,1,0,1.0,54.7,64.3,4,0,0,0,0.6718,0.131,0.922,25
181,503,wild,29,Normal,21,Psychic,1.0,clear,1.0,cave,none,1.0,84,100,1,0,1.0,25.0,55.9,5,1,92,0,0.5852,0.703,0.537,1145
182,1239,wild,56,Ghost,32,Flying,1.0,clear,1.0,cave,choice_band,1.3,54,87,1,1,1.5,56.8,48.4,3,0,1,0,0.6787,0.139,0.752,111
183,1633,wild,29,Electric,13,Psychic,2.0,clear,1.0,water,berry,1.0,62,100,1,0,1.0,36.9,42.6,4,1,58,0,0.685,0.833,0.267,550
184,830,gym,50,Bug,52,Bug,0.5,clear,1.0,mountain,leftovers,1.05,72,92,1,0,1.0,18.5,52.0,4,1,504,1,0.4319,0.917,0.077,12907
185,1787,wild,43,Grass,25,Poison,1.0,clear,1.0,cave,focus_sash,1.0,96,83,1,0,1.0,42.9,68.9,4,1,120,0,0.6821,0.916,0.257,1218
186,1340,wild,30,Normal,20,Grass,2.0,clear,1.0,mountain,leftovers,1.05,66,91,1,0,1.0,51.3,54.0,5,1,125,0,0.6991,0.716,0.22,880
187,1013,trainer,46,Rock,65,Grass,2.0,hail,1.0,urban,leftovers,1.05,71,97,1,0,1.0,66.9,39.0,2,1,315,1,0.5476,0.809,0.16,3148
188,508,wild,36,Rock,34,Dragon,2.0,sun,1.0,cave,focus_sash,1.0,75,91,1,0,1.0,61.2,54.8,2,1,186,1,0.6771,0.503,0.458,1716
189,1312,trainer,43,Bug,48,Bug,0.5,clear,1.0,grass,focus_sash,1.0,56,76,1,0,1.0,9.9,73.6,2,0,0,0,0.4598,0.144,0.903,93
190,427,wild,40,Fire,33,Rock,0.5,sun,1.5,urban,leftovers,1.05,75,80,1,0,1.0,31.8,37.3,5,1,153,1,0.4939,0.744,0.33,1718
191,593,trainer,53,Poison,55,Poison,1.0,rain,1.0,grass,choice_band,1.3,65,100,1,0,1.0,38.4,35.7,8,0,20,1,0.5022,0.162,0.406,0
192,1714,gym,74,Normal,76,Water,1.0,sandstorm,1.0,mountain,choice_band,1.3,43,92,1,0,1.0,40.0,79.8,3,1,736,1,0.6125,0.866,0.412,19288
193,601,gym,31,Rock,34,Water,2.0,rain,1.0,cave,none,1.0,81,100,1,0,1.0,52.9,49.9,9,1,322,0,0.6342,0.901,0.413,8551
194,35,trainer,30,Fire,43,Psychic,2.0,sun,1.5,cave,focus_sash,1.0,70,100,1,0,1.0,79.8,60.9,3,1,212,0,0.678,0.831,0.138,2050
195,465,wild,42,Normal,37,Poison,0.5,hail,1.0,cave,none,1.0,103,97,1,0,1.0,20.3,61.7,4,1,158,1,0.493,0.794,0.457,1857
196,315,gym,70,Ground,78,Bug,2.0,clear,1.0,grass,berry,1.0,93,81,1,0,1.0,151.1,59.9,2,0,0,0,0.7391,0.194,0.788,4
197,761,trainer,26,Poison,42,Grass,1.0,clear,1.0,mountain,none,1.0,61,95,1,0,1.0,27.7,27.4,4,0,22,0,0.3995,0.396,0.481,0
198,1239,wild,63,Water,40,Fighting,1.0,rain,1.5,cave,none,1.0,48,99,1,0,1.0,48.4,48.4,3,1,197,0,0.6976,0.694,0.314,2056
199,1662,wild,29,Ghost,20,Fire,0.5,sun,1.0,water,berry,1.0,102,74,0,0,1.0,0.0,56.5,2,1,105,0,0.4746,0.595,0.191,1023
200,1560,gym,36,Poison,36,Electric,1.0,clear,1.0,mountain,none,1.0,110,91,1,0,1.0,39.9,56.7,4,0,8,0,0.5662,0.252,0.903,0
201,1533,trainer,35,Electric,24,Flying,0.5,rain,1.0,urban,none,1.0,64,71,0,1,1.5,0.1,45.4,2,1,107,0,0.4571,0.794,0.336,1201
202,1263,trainer,74,Water,73,Normal,1.0,clear,1.0,urban,none,1.0,69,96,1,0,1.0,59.0,56.3,3,1,330,0,0.5934,0.731,0.298,3674
203,738,wild,23,Grass,12,Water,2.0,clear,1.0,water,berry,1.0,63,95,1,0,1.0,29.1,42.6,3,0,0,1,0.6543,0.173,0.926,0
204,1136,trainer,18,Fighting,27,Fire,1.0,clear,1.0,urban,leftovers,1.05,86,96,1,0,1.0,14.0,67.7,3,1,75,0,0.5167,0.756,0.403,1461
205,1255,trainer,29,Ground,22,Grass,1.0,rain,1.0,cave,focus_sash,1.0,90,73,1,0,1.0,27.4,35.5,6,1,112,0,0.533,0.498,0.502,1124
206,1083,trainer,40,Ghost,41,Fighting,1.0,sun,1.0,water,choice_band,1.3,80,88,1,0,1.0,47.8,54.9,3,0,0,0,0.5666,0.333,0.686,69
207,1266,gym,30,Bug,37,Fighting,1.0,clear,1.0,mountain,choice_band,1.3,84,87,1,0,1.0,42.3,65.6,5,0,2,0,0.5566,0.251,0.72,95
208,427,gym,49,Poison,50,Flying,0.5,hail,1.0,urban,berry,1.0,91,95,1,0,1.0,18.3,37.3,4,1,499,0,0.4008,0.563,0.099,12454
209,1909,wild,43,Fire,33,Flying,0.5,rain,0.5,urban,none,1.0,87,67,0,0,1.0,7.5,49.1,3,1,200,0,0.4334,0.381,0.229,1670
210,269,wild,41,Poison,34,Psychic,1.0,clear,1.0,urban,berry,1.0,43,90,1,0,1.0,18.9,43.0,4,1,188,0,0.541,0.653,0.157,1805
211,1499,wild,32,Dragon,22,Dragon,1.0,sandstorm,1.0,cave,choice_band,1.3,78,78,0,0,1.0,5.5,65.2,6,1,125,0,0.5938,0.602,0.328,1180
212,1600,wild,31,Poison,19,Normal,0.5,clear,1.0,mountain,focus_sash,1.0,65,79,0,0,1.0,0.0,48.8,3,0,12,1,0.4704,0.609,0.823,0
213,282,elite_four,23,Flying,50,Grass,1.0,rain,1.0,urban,berry,1.0,58,85,1,0,1.0,14.3,65.2,7,0,14,0,0.4215,0.223,0.837,58
214,740,gym,44,Poison,48,Ghost,0.5,clear,1.0,cave,berry,1.0,71,94,1,0,1.0,21.1,65.4,5,0,0,0,0.4583,0.597,0.872,135
215,905,wild,67,Ghost,49,Psychic,1.0,clear,1.0,grass,leftovers,1.05,78,75,1,0,1.0,63.2,47.9,3,0,4,0,0.6581,0.249,0.923,77
216,942,gym,33,Dragon,28,Ground,1.0,clear,1.0,grass,none,1.0,89,100,1,0,1.0,20.6,34.6,4,1,292,0,0.5122,0.459,0.118,7287
217,193,trainer,38,Ghost,35,Ground,1.0,clear,1.0,grass,none,1.0,85,83,1,0,1.0,46.2,43.2,4,0,0,0,0.5555,0.27,0.899,76
218,1057,gym,24,Dragon,28,Ice,1.0,rain,1.0,grass,none,1.0,75,85,1,0,1.0,24.7,33.8,3,0,0,0,0.4704,0.33,0.754,96
219,809,wild,50,Fighting,27,Ghost,2.0,clear,1.0,water,none,1.0,60,93,0,0,1.0,0.0,33.3,1,1,126,0,0.6547,0.84,0.142,1348
220,1616,gym,47,Ice,45,Ghost,2.0,clear,1.0,grass,none,1.0,84,100,1,0,1.0,74.2,22.8,5,0,0,0,0.6191,0.048,0.761,0
221,952,wild,53,Rock,42,Fire,1.0,sun,1.0,mountain,none,1.0,73,94,1,0,1.0,49.2,62.3,5,1,232,0,0.6431,0.704,0.12,2167
222,668,trainer,49,Rock,44,Bug,0.5,clear,1.0,cave,none,1.0,78,100,1,0,1.0,16.3,53.3,2,1,231,0,0.467,0.669,0.263,2191
223,1076,wild,24,Fire,12,Ice,0.5,clear,1.0,urban,focus_sash,1.0,59,89,1,0,1.0,12.0,79.2,5,1,12,1,0.5611,0.736,0.342,449
224,1990,trainer,15,Rock,15,Rock,1.0,hail,1.0,grass,leftovers,1.05,75,97,1,0,1.0,23.1,62.2,4,0,8,1,0.5591,0.282,0.632,10
225,792,wild,24,Psychic,2,Dragon,0.5,sandstorm,1.0,mountain,leftovers,1.05,67,84,1,0,1.0,13.2,54.5,2,0,7,0,0.5509,0.525,0.752,0
226,1142,gym,77,Ghost,84,Electric,2.0,clear,1.0,grass,berry,1.0,87,81,1,0,1.0,142.9,49.7,8,1,841,0,0.7146,0.679,0.359,21040
227,751,wild,57,Fire,40,Normal,1.0,rain,0.5,urban,choice_band,1.3,80,94,1,0,1.0,36.8,75.1,4,1,213,1,0.6514,0.834,0.446,1950
228,792,trainer,20,Bug,2,Normal,1.0,clear,1.0,water,choice_band,1.3,39,76,1,0,1.0,4.4,54.5,1,0,0,0,0.6052,0.413,0.599,0
229,372,wild,34,Normal,24,Flying,1.0,clear,1.0,mountain,choice_band,1.3,83,88,1,0,1.0,45.4,41.4,3,0,4,0,0.5844,0.059,0.317,145
230,768,wild,28,Psychic,27,Psychic,1.0,sandstorm,1.0,cave,choice_band,1.3,100,86,1,0,1.0,46.4,52.8,7,0,0,0,0.5695,0.288,0.808,2
231,1533,wild,35,Water,25,Fighting,1.0,clear,1.0,water,none,1.0,82,100,1,0,1.0,28.2,45.4,4,1,123,0,0.5732,0.524,0.255,1209
232,1826,trainer,43,Fire,41,Flying,0.5,hail,1.0,grass,choice_band,1.3,60,82,1,0,1.0,24.9,34.5,1,1,270,0,0.4165,0.699,0.395,2047
233,837,trainer,34,Fighting,36,Poison,1.0,clear,1.0,grass,leftovers,1.05,94,74,1,0,1.0,40.3,57.7,5,1,177,0,0.5593,0.695,0.291,1679
234,1994,trainer,41,Fighting,52,Ice,2.0,sandstorm,1.0,cave,leftovers,1.05,72,96,1,0,1.0,66.3,35.6,1,1,223,0,0.5779,0.625,0.084,2631
235,355,trainer,35,Ice,39,Poison,1.0,clear,1.0,grass,choice_band,1.3,48,98,1,0,1.0,23.5,81.2,1,1,194,0,0.5865,0.69,0.084,1853
236,1836,trainer,32,Grass,39,Fighting,0.5,clear,1.0,urban,focus_sash,1.0,71,100,1,0,1.0,21.2,53.4,6,1,184,0,0.4142,0.919,0.605,2018
237,1052,gym,52,Fire,53,Rock,0.5,sandstorm,1.0,grass,choice_band,1.3,88,95,1,0,1.0,42.6,79.8,6,0,23,0,0.536,0.092,0.7,85
238,1195,wild,33,Poison,2,Ground,2.0,clear,1.0,grass,focus_sash,1.0,94,67,1,0,1.0,74.3,65.7,1,1,21,0,0.8168,0.879,0.525,135
239,354,wild,26,Rock,32,Normal,1.0,rain,1.0,grass,focus_sash,1.0,76,90,1,0,1.0,25.8,55.0,3,0,0,1,0.5147,0.347,0.591,59
240,1034,wild,54,Ice,47,Normal,0.5,sun,1.0,grass,none,1.0,100,99,1,0,1.0,35.7,72.9,4,1,203,1,0.5501,0.563,0.059,2302
241,129,wild,33,Fighting,21,Dragon,1.0,clear,1.0,urban,focus_sash,1.0,87,100,1,0,1.0,34.9,63.4,6,0,0,0,0.6338,0.554,0.595,281
242,704,gym,36,Flying,39,Rock,0.5,clear,1.0,water,none,1.0,94,98,1,0,1.0,6.4,50.5,6,1,366,0,0.4086,0.627,0.269,9752
243,1031,wild,37,Ghost,26,Dragon,2.0,clear,1.0,grass,leftovers,1.05,82,81,1,0,1.0,80.6,63.8,5,1,157,0,0.7517,0.629,0.253,1403
244,385,gym,52,Dragon,51,Flying,1.0,clear,1.0,cave,choice_band,1.3,53,98,1,0,1.0,46.8,69.9,6,1,521,1,0.6114,0.603,0.64,12819
245,169,trainer,26,Electric,28,Dragon,1.0,sun,1.0,grass,choice_band,1.3,45,93,1,0,1.0,18.6,58.5,5,0,13,0,0.5344,0.364,0.696,0
246,1867,trainer,32,Psychic,27,Fire,1.0,clear,1.0,mountain,none,1.0,76,93,1,0,1.0,28.7,49.8,1,1,148,1,0.5601,0.699,0.318,1483
247,1039,wild,40,Grass,23,Ice,2.0,sandstorm,1.0,water,none,1.0,81,87,1,0,1.0,76.1,68.2,10,1,155,0,0.7771,0.724,0.198,1282
248,317,trainer,58,Water,53,Ghost,1.0,clear,1.0,grass,berry,1.0,67,78,1,0,1.0,47.9,71.1,2,0,6,0,0.6343,0.526,0.871,0
249,557,wild,40,Grass,38,Flying,1.0,clear,1.0,cave,focus_sash,1.0,74,72,0,0,1.0,0.0,56.9,5,1,165,0,0.5272,0.52,0.398,1972
250,1863,trainer,33,Poison,33,Fighting,2.0,sun,1.0,grass,berry,1.0,98,80,0,0,1.0,0.0,34.8,2,1,152,0,0.5485,0.806,0.585,1585
251,342,wild,38,Rock,22,Ghost,1.0,sandstorm,1.0,urban,focus_sash,1.0,58,90,1,0,1.0,29.2,36.9,3,1,121,0,0.583,0.941,0.759,1134
252,425,wild,39,Water,20,Ghost,1.0,clear,1.0,mountain,focus_sash,1.0,93,90,1,0,1.0,40.7,20.3,2,1,90,1,0.5711,0.337,0.112,1194
253,986,trainer,22,Dragon,9,Ghost,1.0,hail,1.0,cave,none,1.0,35,72,1,0,1.0,7.4,35.7,4,1,34,1,0.5384,0.739,0.511,180
254,855,trainer,43,Psychic,42,Ghost,0.5,sun,1.0,grass,choice_band,1.3,47,99,1,0,1.0,15.9,46.1,1,1,221,0,0.429,0.778,0.107,2097
255,159,trainer,30,Bug,10,Water,1.0,rain,1.0,cave,choice_band,1.3,64,100,1,1,1.5,44.1,24.0,2,0,0,0,0.5892,0.427,0.803,0
256,1948,gym,17,Ice,20,Normal,0.5,sandstorm,1.0,urban,none,1.0,56,98,1,0,1.0,3.0,51.0,5,1,227,1,0.4057,0.848,0.172,5104
257,1853,trainer,36,Ghost,26,Psychic,1.0,clear,1.0,water,berry,1.0,72,84,1,0,1.0,26.8,36.5,3,0,34,0,0.5496,0.287,0.764,100
258,827,gym,33,Electric,31,Water,1.0,rain,1.0,mountain,none,1.0,96,82,1,0,1.0,33.1,55.2,4,1,277,0,0.564,0.948,0.351,7731
259,1313,trainer,37,Ice,32,Ghost,2.0,clear,1.0,water,berry,1.0,58,95,1,0,1.0,56.5,35.1,8,1,158,0,0.6411,0.886,0.147,1455
260,1924,trainer,43,Ice,42,Fire,1.0,rain,1.0,grass,none,1.0,69,100,1,0,1.0,31.6,45.4,1,1,204,0,0.533,0.684,0.458,2151
261,612,trainer,19,Poison,11,Water,1.0,clear,1.0,water,none,1.0,129,76,0,0,1.0,1.2,51.4,5,1,60,1,0.5449,0.832,0.279,511
262,1331,elite_four,26,Bug,50,Grass,1.0,clear,1.0,urban,none,1.0,96,100,1,0,1.0,19.2,30.5,3,1,776,1,0.3592,0.474,0.237,2644
263,228,gym,40,Psychic,37,Fire,1.0,clear,1.0,urban,focus_sash,1.0,85,88,1,0,1.0,40.3,38.5,4,0,0,0,0.5366,0.452,0.928,0
264,1204,wild,39,Fighting,25,Grass,1.0,rain,1.0,water,leftovers,1.05,67,77,1,0,1.0,26.9,38.1,4,0,0,1,0.5733,0.135,0.616,106
265,1471,wild,40,Fighting,34,Grass,1.0,rain,1.0,urban,focus_sash,1.0,78,75,1,0,1.0,33.0,49.4,7,1,178,0,0.5693,0.886,0.182,1600
266,1916,trainer,56,Fire,47,Fighting,1.0,clear,1.0,cave,none,1.0,79,100,1,0,1.0,55.0,45.9,7,1,244,0,0.602,0.569,0.203,2583
267,1282,gym,41,Psychic,52,Ice,1.0,sandstorm,1.0,grass,choice_band,1.3,97,100,1,0,1.0,62.4,58.3,4,0,0,0,0.5436,0.513,0.562,0
268,1570,wild,34,Electric,20,Normal,2.0,sun,1.0,water,choice_band,1.3,73,92,1,0,1.0,77.4,70.5,3,1,153,0,0.7718,0.694,0.32,1093
269,1597,wild,51,Psychic,39,Psychic,1.0,sun,1.0,mountain,none,1.0,77,86,1,0,1.0,45.4,76.7,5,1,199,0,0.6757,0.935,0.17,1904
270,1796,gym,52,Psychic,58,Ground,1.0,rain,1.0,mountain,none,1.0,100,94,1,0,1.0,72.8,88.9,1,0,0,0,0.6532,0.346,0.354,0
271,436,gym,38,Electric,46,Fighting,1.0,sun,1.0,grass,none,1.0,98,96,1,0,1.0,40.3,53.0,4,0,14,1,0.5179,0.244,0.868,0
272,1893,wild,63,Bug,35,Ghost,1.0,rain,1.0,cave,none,1.0,71,97,1,0,1.0,48.5,69.3,1,1,202,1,0.7302,0.893,0.453,1753
273,1389,trainer,37,Ghost,43,Fighting,1.0,clear,1.0,cave,none,1.0,106,93,1,0,1.0,44.5,55.8,3,0,3,0,0.54,0.595,0.777,0
274,1311,trainer,35,Flying,57,Rock,0.5,clear,1.0,water,none,1.0,78,97,1,0,1.0,13.8,26.6,2,1,289,0,0.2786,0.524,0.361,2796
275,190,wild,42,Poison,35,Rock,1.0,clear,1.0,grass,none,1.0,78,93,1,0,1.0,38.7,62.1,5,0,1,0,0.6117,0.244,0.777,19
276,102,wild,47,Water,38,Electric,1.0,clear,1.0,cave,berry,1.0,69,86,0,0,1.0,0.0,47.6,6,0,0,0,0.5389,0.183,0.498,95
277,1354,trainer,30,Ice,33,Ice,2.0,rain,1.0,mountain,none,1.0,63,100,1,0,1.0,51.1,72.2,2,0,10,0,0.6822,0.374,0.778,85
278,1471,trainer,35,Electric,25,Flying,0.5,clear,1.0,water,none,1.0,78,100,1,0,1.0,12.3,49.4,4,1,132,0,0.4772,0.778,0.263,1358
279,536,gym,32,Poison,31,Bug,2.0,clear,1.0,grass,leftovers,1.05,118,92,1,0,1.0,80.7,37.4,1,0,11,0,0.6557,0.259,0.729,94
280,1296,wild,54,Ghost,37,Ground,1.0,sandstorm,1.0,grass,none,1.0,133,86,0,0,1.0,0.0,73.1,6,1,227,0,0.639,0.7,0.111,1854
281,1939,trainer,33,Grass,22,Fire,1.0,clear,1.0,urban,leftovers,1.05,20,90,1,0,1.0,5.9,63.3,6,1,105,0,0.5945,0.908,0.237,949
282,1481,wild,50,Flying,32,Psychic,0.5,clear,1.0,grass,leftovers,1.05,92,100,1,0,1.0,33.2,39.6,5,1,172,0,0.5188,0.713,0.094,1714
283,1941,gym,62,Ground,74,Ghost,1.0,clear,1.0,urban,focus_sash,1.0,79,76,1,0,1.0,58.0,67.1,1,0,12,0,0.555,0.415,0.952,36
284,68,trainer,36,Electric,44,Fire,2.0,rain,1.0,water,berry,1.0,83,82,0,0,1.0,0.0,19.2,2,1,213,0,0.4697,0.922,0.269,2180
285,1266,wild,24,Poison,10,Normal,0.5,clear,1.0,grass,leftovers,1.05,39,68,0,0,1.0,5.8,65.6,6,0,0,1,0.5296,0.8,0.865,38
286,324,wild,28,Ice,7,Water,2.0,clear,1.0,water,none,1.0,74,98,1,0,1.0,52.1,44.7,4,0,0,0,0.7259,0.267,0.64,0
287,20,wild,57,Fire,35,Ground,1.0,sun,1.5,grass,choice_band,1.3,102,100,1,0,1.0,140.9,71.8,7,1,135,0,0.8194,0.778,0.251,1675
288,1345,gym,20,Water,15,Normal,1.0,rain,1.5,grass,berry,1.0,47,85,1,0,1.0,24.4,69.0,7,1,163,0,0.6369,0.854,0.146,3943
289,153,wild,28,Rock,3,Psychic,1.0,clear,1.0,mountain,none,1.0,106,92,1,0,1.0,40.2,48.9,5,1,26,0,0.666,0.877,0.202,192
290,994,trainer,50,Electric,58,Ice,0.5,clear,1.0,urban,choice_band,1.3,86,100,1,0,1.0,25.0,52.6,2,1,294,0,0.412,0.83,0.566,2837
291,1335,trainer,37,Poison,34,Ghost,0.5,sandstorm,1.0,water,choice_band,1.3,56,92,1,0,1.0,14.8,60.3,7,0,0,0,0.4726,0.365,0.542,20
292,360,trainer,47,Bug,47,Ice,1.0,clear,1.0,urban,none,1.0,41,82,0,1,1.5,7.4,45.2,7,0,27,1,0.4973,0.146,0.918,0
293,338,elite_four,40,Dragon,50,Normal,1.0,rain,1.0,grass,choice_band,1.3,73,89,1,0,1.0,36.1,50.6,5,0,27,0,0.4966,0.112,0.728,0
294,520,trainer,38,Fire,28,Grass,1.0,sandstorm,1.0,water,none,1.0,105,100,1,0,1.0,48.8,50.0,4,1,140,0,0.6092,0.907,0.151,1435
295,1252,wild,55,Fire,39,Fire,0.5,rain,0.5,cave,none,1.0,80,96,1,0,1.0,14.0,81.1,6,0,21,1,0.5509,0.341,0.822,2
296,1528,wild,42,Water,16,Electric,1.0,clear,1.0,cave,berry,1.0,107,93,1,0,1.0,55.7,66.2,1,1,76,0,0.7232,0.64,0.243,769
297,993,gym,18,Fire,14,Grass,1.0,sun,1.5,urban,focus_sash,1.0,63,93,1,0,1.0,24.0,50.5,2,1,169,0,0.5878,0.826,0.393,3436
298,1183,trainer,49,Ground,60,Ground,0.5,rain,1.0,water,choice_band,1.3,97,97,1,0,1.0,33.2,40.5,5,1,318,0,0.3786,0.845,0.141,3023
299,1612,gym,39,Poison,37,Electric,1.0,clear,1.0,grass,focus_sash,1.0,112,95,1,0,1.0,42.7,26.2,1,1,372,0,0.5039,0.9,0.259,9052
300,882,trainer,58,Electric,52,Ghost,1.0,clear,1.0,cave,leftovers,1.05,53,84,0,0,1.0,11.2,70.5,3,1,261,0,0.5941,0.799,0.127,2569
301,1173,wild,25,Poison,28,Poison,1.0,rain,1.0,urban,focus_sash,1.0,83,100,1,1,1.5,38.8,29.5,3,1,124,1,0.4823,0.507,0.166,1347
302,383,trainer,26,Water,32,Grass,1.0,sun,0.5,water,none,1.0,68,99,1,0,1.0,11.0,52.2,2,1,128,1,0.4519,0.655,0.273,1729
303,1481,wild,42,Rock,36,Normal,1.0,clear,1.0,water,leftovers,1.05,116,100,1,0,1.0,58.3,39.6,3,0,0,0,0.5763,0.212,0.526,28
304,926,wild,52,Flying,36,Poison,2.0,sun,1.0,cave,leftovers,1.05,69,95,1,0,1.0,83.9,53.4,8,0,23,0,0.754,0.017,0.393,18
305,683,wild,31,Electric,21,Normal,2.0,rain,1.0,grass,choice_band,1.3,71,86,1,0,1.0,54.8,20.2,2,0,0,0,0.6277,0.048,0.534,138
306,488,wild,53,Grass,36,Electric,0.5,clear,1.0,mountain,focus_sash,1.0,113,86,1,0,1.0,27.1,25.9,4,1,140,1,0.472,0.643,0.419,1867
307,859,trainer,26,Flying,30,Flying,1.0,sandstorm,1.0,grass,berry,1.0,75,87,0,0,1.0,1.1,57.1,3,1,166,1,0.4991,0.848,0.449,1532
308,1323,trainer,28,Water,46,Fighting,1.0,clear,1.0,urban,focus_sash,1.0,65,90,1,0,1.0,18.9,45.4,1,1,217,1,0.4227,0.514,0.488,2474
309,691,wild,51,Bug,36,Poison,2.0,sandstorm,1.0,water,berry,1.0,105,100,1,1,1.5,181.8,66.5,3,1,177,0,0.8482,0.805,0.262,1762
310,1382,wild,49,Dragon,12,Fire,1.0,sun,1.0,cave,focus_sash,1.0,46,100,1,0,1.0,24.9,68.4,2,1,70,1,0.7405,0.75,0.361,599
311,71,trainer,48,Grass,67,Grass,2.0,clear,1.0,urban,none,1.0,67,85,1,0,1.0,69.0,31.5,3,0,0,1,0.5316,0.114,0.882,81
312,1081,wild,43,Grass,22,Fighting,0.5,sun,1.0,cave,none,1.0,48,80,0,0,1.0,0.0,49.5,6,1,115,0,0.5171,0.802,0.3,1202
313,1284,wild,32,Rock,28,Flying,1.0,sandstorm,1.0,grass,focus_sash,1.0,96,84,1,0,1.0,38.5,67.4,6,1,140,0,0.6098,0.498,0.2,1485
314,2,wild,27,Flying,30,Ice,1.0,hail,1.0,cave,none,1.0,81,76,1,0,1.0,14.4,55.8,2,0,0,1,0.5175,0.166,0.877,163
315,65,gym,24,Fighting,29,Water,1.0,clear,1.0,grass,leftovers,1.05,77,96,1,0,1.0,19.5,38.4,4,0,11,0,0.4704,0.313,0.854,91
316,301,wild,26,Fire,22,Rock,0.5,clear,1.0,cave,focus_sash,1.0,46,90,1,0,1.0,16.9,75.1,5,0,0,1,0.5172,0.419,0.833,0
317,286,wild,51,Electric,29,Ghost,1.0,rain,1.0,water,none,1.0,63,100,1,0,1.0,37.1,51.2,6,1,148,0,0.6542,0.838,0.202,1339
318,1394,trainer,38,Normal,32,Flying,1.0,clear,1.0,cave,none,1.0,91,100,1,0,1.0,46.7,48.5,6,1,149,0,0.5838,0.909,0.355,1532
319,1192,gym,37,Ice,35,Dragon,2.0,clear,1.0,mountain,none,1.0,51,81,1,0,1.0,43.3,61.7,4,1,354,0,0.6726,0.566,0.088,8872
320,488,wild,39,Flying,24,Flying,1.0,clear,1.0,grass,leftovers,1.05,47,90,1,0,1.0,24.0,25.9,4,1,130,0,0.5446,0.833,0.335,1117
